S/N,STATE,SENATORIAL ZONE,LGA,WARD,PU,DELIMITATION
1124,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,KURU JANTAR  111,31/06/06/008
1125,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,DABWAK,31/06/06/009
1126,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,DAZEK,31/06/06/010
1127,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,SHWAN,31/06/06/011
1128,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,KUNTE,31/06/06/012
1129,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,KAVITEX,31/06/06/013
1130,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,DANCHOL,31/06/06/014
1131,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,KANADAP  11,31/06/06/015
1132,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,G.S.S. KURU,31/06/06/016
1133,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,SABON PEGI  1,31/06/07/001
1134,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,GTC BUKURU,31/06/07/002
1135,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,KUMBUNA,31/06/07/003
1136,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,DAKYEN,31/06/07/004
1137,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,POLICE STAFF COLLEGE,31/06/07/005
1138,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,GUCHON,31/06/07/006
1139,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,WAT,31/06/07/007
1140,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,MATERNITY  1,31/06/07/008
1141,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,MATERNITY  11,31/06/07/009
1142,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,NIPSS,31/06/07/010
1143,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,FED. SOIL CONSERVATION SCHOOL,31/06/07/011
1144,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,DAHWAK,31/06/07/012
1145,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,SABON PEGI  11,31/06/07/013
1146,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,SABON PEGI  111,31/06/07/014
1147,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,DAHWAK   11,31/06/07/015
1148,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,DAHWAK  111,31/06/07/016
1149,PLATEAU,NORTHERN,JOS SOUTH,Kuru b,GSS HWAK,31/06/07/017
1150,PLATEAU,NORTHERN,JOS SOUTH,Shen,KAZONG SHEN I,31/06/08/001
1151,PLATEAU,NORTHERN,JOS SOUTH,Shen,JI-SHEN,31/06/08/002
1152,PLATEAU,NORTHERN,JOS SOUTH,Shen,RAPWARAK,31/06/08/003
1153,PLATEAU,NORTHERN,JOS SOUTH,Shen,SAN,31/06/08/004
1154,PLATEAU,NORTHERN,JOS SOUTH,Shen,FWAPWA,31/06/08/005
1155,PLATEAU,NORTHERN,JOS SOUTH,Shen,ZOT SHEN,31/06/08/006
1156,PLATEAU,NORTHERN,JOS SOUTH,Shen,DOI,31/06/08/007
1157,PLATEAU,NORTHERN,JOS SOUTH,Shen,TIM-TIM,31/06/08/008
1158,PLATEAU,NORTHERN,JOS SOUTH,Shen,KAZONG SHEN  11,31/06/08/009
1159,PLATEAU,NORTHERN,JOS SOUTH,Shen,DOGO NA HAUWA,31/06/08/010
1160,PLATEAU,NORTHERN,JOS SOUTH,Turu,TURU  1,31/06/09/001
1161,PLATEAU,NORTHERN,JOS SOUTH,Turu,LAH,31/06/09/002
1162,PLATEAU,NORTHERN,JOS SOUTH,Turu,BWANDANG  1,31/06/09/003
1163,PLATEAU,NORTHERN,JOS SOUTH,Turu,DAKUN PYAM,31/06/09/004
1164,PLATEAU,NORTHERN,JOS SOUTH,Turu,TURU LOH,31/06/09/005
1165,PLATEAU,NORTHERN,JOS SOUTH,Turu,DAKUNJI,31/06/09/006
1166,PLATEAU,NORTHERN,JOS SOUTH,Turu,GAZOK,31/06/09/007
1167,PLATEAU,NORTHERN,JOS SOUTH,Turu,DANYURUK  1,31/06/09/008
1168,PLATEAU,NORTHERN,JOS SOUTH,Turu,DANYE  11,31/06/09/009
1169,PLATEAU,NORTHERN,JOS SOUTH,Turu,ROUCHUNGUN  1,31/06/09/010
1170,PLATEAU,NORTHERN,JOS SOUTH,Turu,FARIN LAMBA,31/06/09/011
1171,PLATEAU,NORTHERN,JOS SOUTH,Turu,KURU BABBA,31/06/09/012
1172,PLATEAU,NORTHERN,JOS SOUTH,Turu,TURU HAHAK RAHEI,31/06/09/013
1173,PLATEAU,NORTHERN,JOS SOUTH,Turu,DAHWOL-BOT,31/06/09/014
1174,PLATEAU,NORTHERN,JOS SOUTH,Turu,ROPYAL,31/06/09/015
1175,PLATEAU,NORTHERN,JOS SOUTH,Turu,DOMP,31/06/09/016
1176,PLATEAU,NORTHERN,JOS SOUTH,Turu,N.V.RI  K/VOM,31/06/09/017
1177,PLATEAU,NORTHERN,JOS SOUTH,Turu,TURU  11,31/06/09/018
1178,PLATEAU,NORTHERN,JOS SOUTH,Turu,DANYURUK  11,31/06/09/019
1179,PLATEAU,NORTHERN,JOS SOUTH,Turu,ROUCHUNGUN  11,31/06/09/020
1180,PLATEAU,NORTHERN,JOS SOUTH,Turu,ROUCHUNGUN  111,31/06/09/021
1181,PLATEAU,NORTHERN,JOS SOUTH,Turu,N.V.RI K/VOM II,31/06/09/022
1182,PLATEAU,NORTHERN,JOS SOUTH,Turu,BWANDANG  11,31/06/09/023
1183,PLATEAU,NORTHERN,JOS SOUTH,Vwang,LOKUN  1,31/06/10/001
1184,PLATEAU,NORTHERN,JOS SOUTH,Vwang,DANGASHET,31/06/10/002
1185,PLATEAU,NORTHERN,JOS SOUTH,Vwang,DALLOH,31/06/10/003
1186,PLATEAU,NORTHERN,JOS SOUTH,Vwang,LONIYENG  1,31/06/10/004
1187,PLATEAU,NORTHERN,JOS SOUTH,Vwang,CHUNI,31/06/10/005
1188,PLATEAU,NORTHERN,JOS SOUTH,Vwang,SOT,31/06/10/006
1189,PLATEAU,NORTHERN,JOS SOUTH,Vwang,RAWUK,31/06/10/007
1190,PLATEAU,NORTHERN,JOS SOUTH,Vwang,KOGOM RAK,31/06/10/008
1191,PLATEAU,NORTHERN,JOS SOUTH,Vwang,KOGOM TAK,31/06/10/009
1192,PLATEAU,NORTHERN,JOS SOUTH,Vwang,FWIL,31/06/10/010
1193,PLATEAU,NORTHERN,JOS SOUTH,Vwang,DARANGI  1,31/06/10/011
1194,PLATEAU,NORTHERN,JOS SOUTH,Vwang,CHAHA,31/06/10/012
1195,PLATEAU,NORTHERN,JOS SOUTH,Vwang,HWON,31/06/10/013
1196,PLATEAU,NORTHERN,JOS SOUTH,Vwang,HEITA,31/06/10/014
1197,PLATEAU,NORTHERN,JOS SOUTH,Vwang,DANDYES,31/06/10/015
1198,PLATEAU,NORTHERN,JOS SOUTH,Vwang,DALYOHO,31/06/10/016
1199,PLATEAU,NORTHERN,JOS SOUTH,Vwang,CHOLL,31/06/10/017
1200,PLATEAU,NORTHERN,JOS SOUTH,Vwang,DAROS,31/06/10/018
1201,PLATEAU,NORTHERN,JOS SOUTH,Vwang,DABWANG,31/06/10/019
1202,PLATEAU,NORTHERN,JOS SOUTH,Vwang,VWANG KOGOT,31/06/10/020
1203,PLATEAU,NORTHERN,JOS SOUTH,Vwang,KWIT,31/06/10/021
1204,PLATEAU,NORTHERN,JOS SOUTH,Vwang,CHAKARUM,31/06/10/022
1205,PLATEAU,NORTHERN,JOS SOUTH,Vwang,LOKUN  11,31/06/10/023
1206,PLATEAU,NORTHERN,JOS SOUTH,Vwang,LONIYENG  11,31/06/10/024
1207,PLATEAU,NORTHERN,JOS SOUTH,Vwang,DARANGI II,31/06/10/025
1208,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,ANGULDI,31/06/11/001
1209,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,LODUNG,31/06/11/002
1210,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,BENJII,31/06/11/003
1211,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,ZEK,31/06/11/004
1212,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,"GOVT. COLLEGE, ZAWAN",31/06/11/005
1213,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,DOROWA,31/06/11/006
1214,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,SCHOOL OF HEALTH ZAWAN,31/06/11/007
1215,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,ZAWAN,31/06/11/008
1216,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,KWATA,31/06/11/009
1217,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,DADIYENG,31/06/11/010
1218,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,ROGOTAK,31/06/11/011
1219,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,DARANA,31/06/11/012
1220,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,SABON LAYI  1,31/06/11/013
1221,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,"GOVT. COLLEGE, ZAWAN 11",31/06/11/014
1222,PLATEAU,NORTHERN,JOS SOUTH,Zawan a,SABON LAYI  11,31/06/11/015
1223,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,R.C.M DADIN KOWA,31/06/12/001
1224,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,DADIN KOWA,31/06/12/002
1225,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,DADIN KOWA MARKET II,31/06/12/003
1226,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,F.D.A ROAD  1,31/06/12/004
1227,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,F.D.A  ROAD  11,31/06/12/005
1228,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,DASHIK  1,31/06/12/006
1229,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,CHINDI,31/06/12/007
1230,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,FED. LOW COST  1,31/06/12/008
1231,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,ANGLO- JOS,31/06/12/009
1232,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,DASHONONG,31/06/12/010
1233,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,KAMBEL,31/06/12/011
1234,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,NEW LIFE,31/06/12/012
1235,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,CHANNEL  7,31/06/12/013
1236,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,KUFANG  1,31/06/12/014
1237,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,KUFANG  ROAD  1,31/06/12/015
1238,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,ZARMAGANDA,31/06/12/016
1239,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,DIYE-DIYE,31/06/12/017
1240,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,BARKIN AKAWU,31/06/12/018
1241,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,BARKIN AKAWU ROAD,31/06/12/019
1242,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,MAZARAM,31/06/12/020
1243,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,BIDA-BIDI,31/06/12/021
1244,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,UNITY LANE  1,31/06/12/022
1245,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,RCM DADIN KOWA  11,31/06/12/023
1246,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,DASHIK  11,31/06/12/024
1247,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,FED. LOW COST 11,31/06/12/025
1248,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,KUFANG  11,31/06/12/026
1249,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,KUFANG  ROAD  11,31/06/12/027
1250,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,KUFANG ROAD  111,31/06/12/028
1251,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,DADIN KOWA MARKET  11,31/06/12/029
1252,PLATEAU,NORTHERN,JOS SOUTH,Zawan b,UNITY LANE  11,31/06/12/030
1253,PLATEAU,CENTRAL,KANAM,Birbyang,BIRBYANG PRY.SCHOOL,31/07/01/001
1254,PLATEAU,CENTRAL,KANAM,Birbyang,TUNGA PRIMARY SCHOOL,31/07/01/002
1255,PLATEAU,CENTRAL,KANAM,Birbyang,GANJUWA PRY.SCHOOL,31/07/01/003
1256,PLATEAU,CENTRAL,KANAM,Birbyang,PAPLAN GYANGAS,31/07/01/004
1257,PLATEAU,CENTRAL,KANAM,Dengi,GSS DENGI,31/07/02/001
1258,PLATEAU,CENTRAL,KANAM,Dengi,CENTRAL PRY. SCHOOL,31/07/02/002
1259,PLATEAU,CENTRAL,KANAM,Dengi,UNG. MARAFA PRY. SCHOOL,31/07/02/003
1260,PLATEAU,CENTRAL,KANAM,Dengi,KASUWA  I,31/07/02/004
1261,PLATEAU,CENTRAL,KANAM,Dengi,KASUWA  II,31/07/02/005
1262,PLATEAU,CENTRAL,KANAM,Dengi,UNG.GOJE PRY. SCHOOL  I,31/07/02/006
1263,PLATEAU,CENTRAL,KANAM,Dengi,UNG.GOJE PRY. SCHOOL  II,31/07/02/007
1264,PLATEAU,CENTRAL,KANAM,Dengi,MOTOR PARK,31/07/02/008
1265,PLATEAU,CENTRAL,KANAM,Dengi,NEAR EMIRS PALACE,31/07/02/009
1266,PLATEAU,CENTRAL,KANAM,Dengi,DONKAI,31/07/02/010
1267,PLATEAU,CENTRAL,KANAM,Dengi,BAGYAR PRY. SCHOOL,31/07/02/011
1268,PLATEAU,CENTRAL,KANAM,Dengi,BAGYAR,31/07/02/012
1269,PLATEAU,CENTRAL,KANAM,Dengi,MAIMUN-RUNJI PRY. SCHOOL,31/07/02/013
1270,PLATEAU,CENTRAL,KANAM,Dengi,UNG. SARKI GAR,31/07/02/014
1271,PLATEAU,CENTRAL,KANAM,Dengi,GAR PRY. SCHOOL,31/07/02/015
1272,PLATEAU,CENTRAL,KANAM,Dengi,DUWAM,31/07/02/016
1273,PLATEAU,CENTRAL,KANAM,Dengi,GAR PADA,31/07/02/017
1274,PLATEAU,CENTRAL,KANAM,Dengi,PISHEI,31/07/02/018
1275,PLATEAU,CENTRAL,KANAM,Dengi,"CENTRAL PRY. SCHOOL, DENGI",31/07/02/019
1276,PLATEAU,CENTRAL,KANAM,Dugub,DUGUB PRY. SCHOOL I,31/07/03/001
1277,PLATEAU,CENTRAL,KANAM,Dugub,MUNKAL PRY. SCHOOL,31/07/03/002
1278,PLATEAU,CENTRAL,KANAM,Dugub,WAWUS DUTSE,31/07/03/003
1279,PLATEAU,CENTRAL,KANAM,Dugub,MBAS PRY. SCHOOL,31/07/03/004
1280,PLATEAU,CENTRAL,KANAM,Dugub,YAM PRY SCHOOL,31/07/03/005
1281,PLATEAU,CENTRAL,KANAM,Dugub,MUNDU,31/07/03/006
1282,PLATEAU,CENTRAL,KANAM,Dugub,DUGUB PRY. SCHOOL II,31/07/03/007
1283,PLATEAU,CENTRAL,KANAM,Dugub,WALLANG,31/07/03/008
1284,PLATEAU,CENTRAL,KANAM,Gagdib,GADGID PRY. SCHOOL,31/07/04/001
1285,PLATEAU,CENTRAL,KANAM,Gagdib,GYORANG,31/07/04/002
1286,PLATEAU,CENTRAL,KANAM,Gagdib,TAKBIN,31/07/04/003
1287,PLATEAU,CENTRAL,KANAM,Gagdib,NASARAWA PRY. SCHOOL,31/07/04/004
1288,PLATEAU,CENTRAL,KANAM,Gagdib,MBAT UNG. HAKIMI PRY. SCHOL,31/07/04/005
1289,PLATEAU,CENTRAL,KANAM,Gagdib,KAM UNG. HAKIMI PRY. SCHOOL,31/07/04/006
1290,PLATEAU,CENTRAL,KANAM,Gagdib,UNG. HAKIMI PRY. SCHOOL,31/07/04/007
1291,PLATEAU,CENTRAL,KANAM,Gagdib,GIDGID PRY .SCHOOL,31/07/04/008
1292,PLATEAU,CENTRAL,KANAM,Gagdib,TAKYILI PRY. SCHOOL I,31/07/04/009
1293,PLATEAU,CENTRAL,KANAM,Gagdib,TAKYILI PRY. SCHOOL II,31/07/04/010
1294,PLATEAU,CENTRAL,KANAM,Gagdib,"GYANGIAN \A\"" PRY. SCHOOL""",31/07/04/011
1295,PLATEAU,CENTRAL,KANAM,Gagdib,MBAT DAPSHI PRY. SCHOOL,31/07/04/012
1296,PLATEAU,CENTRAL,KANAM,Gagdib,BUNGUDU PRY. SCHOOL,31/07/04/013
1297,PLATEAU,CENTRAL,KANAM,Gagdib,KUNWUR PRY. SCHOL,31/07/04/014
1298,PLATEAU,CENTRAL,KANAM,Gagdib,ZAKAM PADA,31/07/04/015
1299,PLATEAU,CENTRAL,KANAM,Gagdib,GWARLAK,31/07/04/016
1300,PLATEAU,CENTRAL,KANAM,Gagdib,GYANGYANG `A` PRY.SCH,31/07/04/017
1301,PLATEAU,CENTRAL,KANAM,Garga,GARGA CENTRAL PRY. SCHOOL,31/07/05/001
1302,PLATEAU,CENTRAL,KANAM,Garga,G.S.S GARGA  I,31/07/05/002
1303,PLATEAU,CENTRAL,KANAM,Garga,LUGUR PRY. SCHOOL,31/07/05/003
1304,PLATEAU,CENTRAL,KANAM,Garga,GYANGYANG GARGA PRY. SCHOOL,31/07/05/004
1305,PLATEAU,CENTRAL,KANAM,Garga,G.S.S GARGA  II,31/07/05/005
1306,PLATEAU,CENTRAL,KANAM,Garga,KUKAWA PRY. SCHOOL,31/07/05/006
1307,PLATEAU,CENTRAL,KANAM,Garga,TATTUMI KYARAM,31/07/05/007
1308,PLATEAU,CENTRAL,KANAM,Garga,GYAMBAU,31/07/05/008
1309,PLATEAU,CENTRAL,KANAM,Garga,YELWA,31/07/05/009
1310,PLATEAU,CENTRAL,KANAM,Garga,GARGA CENTRAL PRY.SCHOOL,31/07/05/010
1311,PLATEAU,CENTRAL,KANAM,Garga,GSS GARGA,31/07/05/011
1312,PLATEAU,CENTRAL,KANAM,Gumsher,GUMSHER PRY. SCHOOL,31/07/06/001
1313,PLATEAU,CENTRAL,KANAM,Gumsher,FIEL,31/07/06/002
1314,PLATEAU,CENTRAL,KANAM,Gumsher,KINPIGOM/VONDOT,31/07/06/003
1315,PLATEAU,CENTRAL,KANAM,Gumsher,MABAR,31/07/06/004
1316,PLATEAU,CENTRAL,KANAM,Gumsher,YUGUR,31/07/06/005
1317,PLATEAU,CENTRAL,KANAM,Gumsher,BANKILONG PRY.SCH. I,31/07/06/006
1318,PLATEAU,CENTRAL,KANAM,Gumsher,BANKILONG PRY. SCH. II,31/07/06/007
1319,PLATEAU,CENTRAL,KANAM,Gumsher,NYONGNYONG,31/07/06/008
1320,PLATEAU,CENTRAL,KANAM,Gumsher,GOMGOM,31/07/06/009
1321,PLATEAU,CENTRAL,KANAM,Gumsher,WUM,31/07/06/010
1322,PLATEAU,CENTRAL,KANAM,Gwamlar,GWAMLAR  I,31/07/07/001
1323,PLATEAU,CENTRAL,KANAM,Gwamlar,GWAMLAR  II,31/07/07/002
1324,PLATEAU,CENTRAL,KANAM,Gwamlar,ZUNGUM,31/07/07/003
1325,PLATEAU,CENTRAL,KANAM,Gwamlar,YAMINI PRY. SCHOOL,31/07/07/004
1326,PLATEAU,CENTRAL,KANAM,Gwamlar,BANNAK U/SARKIN YAKI,31/07/07/005
1327,PLATEAU,CENTRAL,KANAM,Gwamlar,TUNKUSHI,31/07/07/006
1328,PLATEAU,CENTRAL,KANAM,Gwamlar,GUZUK,31/07/07/007
1329,PLATEAU,CENTRAL,KANAM,Gwamlar,GYAMBAR,31/07/07/008
1330,PLATEAU,CENTRAL,KANAM,Gwamlar,KAKYAM,31/07/07/009
1331,PLATEAU,CENTRAL,KANAM,Gwamlar,BASSON A,31/07/07/010
1332,PLATEAU,CENTRAL,KANAM,Gwamlar,BASSON B,31/07/07/011
1333,PLATEAU,CENTRAL,KANAM,Jarmai,JARMAI CENTRAL PRY. SCHOOL,31/07/08/001
1334,PLATEAU,CENTRAL,KANAM,Jarmai,JARMAI PRY. SCHOOL,31/07/08/002
1335,PLATEAU,CENTRAL,KANAM,Jarmai,UNG. HAUSAWA PRY. SCHOOL,31/07/08/003
1336,PLATEAU,CENTRAL,KANAM,Jarmai,GURUNTUNG,31/07/08/004
1337,PLATEAU,CENTRAL,KANAM,Jarmai,MULAS SABON GIDA I,31/07/08/005
1338,PLATEAU,CENTRAL,KANAM,Jarmai,MULAS SABON GIDA II,31/07/08/006
1339,PLATEAU,CENTRAL,KANAM,Jom,JOM PRY. SCHOOL,31/07/09/001
1340,PLATEAU,CENTRAL,KANAM,Jom,GANGAR,31/07/09/002
1341,PLATEAU,CENTRAL,KANAM,Jom,UNG. SARKIN YAMMA,31/07/09/003
1342,PLATEAU,CENTRAL,KANAM,Jom,SABON LAYI,31/07/09/004
1343,PLATEAU,CENTRAL,KANAM,Kanam,KWALMIYA  PRY. SCH.  I,31/07/10/001
1344,PLATEAU,CENTRAL,KANAM,Kanam,KWALMIYA  PRY. SCH.  II,31/07/10/002
1345,PLATEAU,CENTRAL,KANAM,Kanam,MASHIYAW DINYA PRY. SCH.  I,31/07/10/003
1346,PLATEAU,CENTRAL,KANAM,Kanam,TUDUN WADA,31/07/10/004
1347,PLATEAU,CENTRAL,KANAM,Kanam,GILONG,31/07/10/005
1348,PLATEAU,CENTRAL,KANAM,Kanam,TAKYIROK PRY. SCHOOL,31/07/10/006
1349,PLATEAU,CENTRAL,KANAM,Kanam,KUNSHAAM PRY. SCHOOL,31/07/10/007
1350,PLATEAU,CENTRAL,KANAM,Kanam,GALAMKYA PRY.SCH. I,31/07/10/008
1351,PLATEAU,CENTRAL,KANAM,Kanam,GALAMKYA PRY. SCH. II,31/07/10/009
1352,PLATEAU,CENTRAL,KANAM,Kanam,PIDUM PRY. SCHOOL  I,31/07/10/010
1353,PLATEAU,CENTRAL,KANAM,Kanam,PIDUM PRY.. SCHOOL  II,31/07/10/011
1354,PLATEAU,CENTRAL,KANAM,Kanam,MASHIYAW DINYA PRY. SCH.  II,31/07/10/012
1355,PLATEAU,CENTRAL,KANAM,Kanam,PIDUM PRY.SCHOOL  III,31/07/10/013
1356,PLATEAU,CENTRAL,KANAM,Kantana,KANTANA PRY. SCHOOL,31/07/11/001
1357,PLATEAU,CENTRAL,KANAM,Kantana,FURYAM PRIMARY SCHOOL,31/07/11/002
1358,PLATEAU,CENTRAL,KANAM,Kantana,PAPLAN DADIN KOWA,31/07/11/003
1359,PLATEAU,CENTRAL,KANAM,Kantana,TAKWAR PRY. SCHOOL,31/07/11/004
1360,PLATEAU,CENTRAL,KANAM,Kantana,YANLA,31/07/11/005
1361,PLATEAU,CENTRAL,KANAM,Kantana,DOGON RUWA,31/07/11/006
1362,PLATEAU,CENTRAL,KANAM,Kantana,ZALLANG,31/07/11/007
1363,PLATEAU,CENTRAL,KANAM,Kantana,TUKUR PRY. SCHOOL,31/07/11/008
1364,PLATEAU,CENTRAL,KANAM,Kantana,TAKPASAR,31/07/11/009
1365,PLATEAU,CENTRAL,KANAM,Kunkyam,TUTUNG PRY. SCHOOL,31/07/12/001
1366,PLATEAU,CENTRAL,KANAM,Kunkyam,UNG. JAHUN,31/07/12/002
1367,PLATEAU,CENTRAL,KANAM,Kunkyam,ZONGO,31/07/12/003
1368,PLATEAU,CENTRAL,KANAM,Kunkyam,DIBANG UNG.YARGAM,31/07/12/004
1369,PLATEAU,CENTRAL,KANAM,Kunkyam,KAGYAL PRY. SCHOOL,31/07/12/005
1370,PLATEAU,CENTRAL,KANAM,Kunkyam,KAGYAL TSOHON PADA,31/07/12/006
1371,PLATEAU,CENTRAL,KANAM,Kunkyam,YIPMONG PRY. SCHOOL A,31/07/12/007
1372,PLATEAU,CENTRAL,KANAM,Kunkyam,YIPMONG PRY. SCHOOL B,31/07/12/008
1373,PLATEAU,CENTRAL,KANAM,Kunkyam,BWALANGYIP,31/07/12/009
1374,PLATEAU,CENTRAL,KANAM,Kunkyam,BUSARI,31/07/12/010
1375,PLATEAU,CENTRAL,KANAM,Kunkyam,KYANKURUM,31/07/12/011
1376,PLATEAU,CENTRAL,KANAM,Munbutbo,MUNBUTBO PRY. SCHOOL,31/07/13/001
1377,PLATEAU,CENTRAL,KANAM,Munbutbo,GARGA KUFAI,31/07/13/002
1378,PLATEAU,CENTRAL,KANAM,Munbutbo,ZALLI PRY. SCHOOL I,31/07/13/003
1379,PLATEAU,CENTRAL,KANAM,Munbutbo,ZALLI PRY. SCHOOL II,31/07/13/004
1380,PLATEAU,CENTRAL,KANAM,Munbutbo,KYANSAR PRY. SCHOOL  I,31/07/13/005
1381,PLATEAU,CENTRAL,KANAM,Munbutbo,KYANSAR PRY. SCHOOL  II,31/07/13/006
1382,PLATEAU,CENTRAL,KANAM,Munbutbo,TSAMIYA,31/07/13/007
1383,PLATEAU,CENTRAL,KANAM,Munbutbo,GANGAR,31/07/13/008
1384,PLATEAU,CENTRAL,KANAM,Munbutbo,DANDAK,31/07/13/009
1385,PLATEAU,CENTRAL,KANAM,Namaran,NAMARAN PRY. SCHOOL I,31/07/14/001
1386,PLATEAU,CENTRAL,KANAM,Namaran,NAMARAN PRY. SCHOOL II,31/07/14/002
1387,PLATEAU,CENTRAL,KANAM,Namaran,KASS,31/07/14/003
1388,PLATEAU,CENTRAL,KANAM,Namaran,DUTSE KURA PRY. SCHOOL,31/07/14/004
1389,PLATEAU,CENTRAL,KANAM,Namaran,KAFEL AREWA,31/07/14/005
1390,PLATEAU,CENTRAL,KANAM,Namaran,DUTSEN KURA PRY.SCH.,31/07/14/006
1391,PLATEAU,CENTRAL,KANAM,Namaran,GOBRO PRY. SCHOOL,31/07/14/007
1392,PLATEAU,CENTRAL,KANAM,Namaran,BIRUWA,31/07/14/008
1393,PLATEAU,CENTRAL,KANKE,Ampang-east,DUNGUNG I,31/08/01/001
1394,PLATEAU,CENTRAL,KANKE,Ampang-east,KAGAR,31/08/01/002
1395,PLATEAU,CENTRAL,KANKE,Ampang-east,KUWANG,31/08/01/003
1396,PLATEAU,CENTRAL,KANKE,Ampang-east,KOPGING,31/08/01/004
1397,PLATEAU,CENTRAL,KANKE,Ampang-east,KAGU,31/08/01/005
1398,PLATEAU,CENTRAL,KANKE,Ampang-east,WUYE,31/08/01/006
1399,PLATEAU,CENTRAL,KANKE,Ampang-east,SHARAM,31/08/01/007
1400,PLATEAU,CENTRAL,KANKE,Ampang-east,MWEL I,31/08/01/008
1401,PLATEAU,CENTRAL,KANKE,Ampang-east,MWEL II,31/08/01/009
1402,PLATEAU,CENTRAL,KANKE,Ampang-east,DUNGUNG II,31/08/01/010
1403,PLATEAU,CENTRAL,KANKE,Amper chika a,LUWARANG I,31/08/02/001
1404,PLATEAU,CENTRAL,KANKE,Amper chika a,LUWARANG II,31/08/02/002
1405,PLATEAU,CENTRAL,KANKE,Amper chika a,LAMPWAI,31/08/02/003
1406,PLATEAU,CENTRAL,KANKE,Amper chika a,KALASHI,31/08/02/004
1407,PLATEAU,CENTRAL,KANKE,Amper chika a,CHIKA I,31/08/02/005
1408,PLATEAU,CENTRAL,KANKE,Amper chika a,LERPYE/DIBIR,31/08/02/006
1409,PLATEAU,CENTRAL,KANKE,Amper chika a,AMNET,31/08/02/007
1410,PLATEAU,CENTRAL,KANKE,Amper chika a,LAMPWAI,31/08/02/008
1411,PLATEAU,CENTRAL,KANKE,Amper chika a,CHIKA ll,31/08/02/009
